 = 198;
 = 35;
 = 52;
 = 2;
observed = 2;
observing = 1;
occupied = 1;
of = 23;
offends = 1;
offensive = 1;
offer = 1;
offered = 1;
often = 2;
oh = 2;
old = 2;
on = 19;
once = 1;
one = 29;
only = 7;
open = 1;
opened = 4;
opportunities = 1;
opposite = 1;
or = 8;
ordinances = 1;
other = 1;
others = 2;
otherwise = 3;
our = 1;
out = 3;
outside = 3;
over = 2;
overflowed = 1;
overturned = 1;
overwhelming = 1;
pack = 1;
paid = 1;
panard = 1;
panchaud = 1;
pantin = 1;
paper = 1;
parbleu = 1;
pardi = 1;
pardine = 1;
paris = 1;
particularly = 2;
party = 1;
pass = 1;
passed = 1;
passes = 1;
passionately = 1;
paternity = 1;
patiently = 1;
patron = 2;
peace = 1;
peaceable = 1;
peaceful = 1;
peer = 1;
penal = 1;
pensive = 1;
people = 6;
perceived = 1;
perchance = 2;
perdition = 1;
perfected = 1;
performed = 1;
performing = 1;
perfumed = 1;
perfumes = 1;
perhaps = 7;
permanent = 1;
permeated = 1;
permitted = 1;
perpetuity = 1;
perseveranter = 1;
perspectives = 1;
perspiring = 1;
philippe = 1;
phodromus = 1;
picton = 1;
place = 1;
placed = 3;
places = 1;
placing = 1;
plancenoit = 1;
planted = 1;
plaster = 1;
playwright = 1;
pleasure = 1;
plunge = 1;
plus = 1;
point = 1;
pointed = 1;
poirée = 1;
poisson = 1;
polignac = 1;
political = 1;
pon = 1;
pontmercy = 3;
poor = 2;
populace = 1;
porcelain = 1;
possessed = 1;
possessing = 1;
possibly = 2;
poverty = 1;
powerful = 1;
powerfully = 1;
prattles = 1;
prayer = 1;
praying = 1;
preachy = 1;
preceded = 1;
predestined = 1;
preferring = 2;
prelates = 1;
prematurely = 1;
present = 1;
presented = 1;
president = 1;
presides = 1;
pressed = 1;
pressure = 1;
pretot = 1;
princes = 1;
probably = 2;
proclaim = 1;
produced = 3;
production = 1;
professed = 1;
professional = 1;
progress = 2;
projected = 1;
pronounce = 1;
pronounced = 1;
properly = 1;
prose = 1;
provided = 3;
providence = 1;
prudence = 1;
published = 1;
pudding = 1;
puerile = 1;
pulled = 1;
punning = 1;
pure = 1;
purple = 1;
pursued = 1;
pushed = 3;
put = 1;
putting = 1;
pyrrhon = 1;
père = 1;
que = 1;
questionable = 1;
quite = 1;
quitting = 1;
quivering = 1;
rags = 1;
raised = 2;
raising = 1;
rascal = 1;
rascally = 1;
rather = 2;
re = 2;
ready = 3;
really = 2;
reassured = 1;
recalling = 1;
recognized = 2;
recommended = 1;
rectilinear = 1;
reflect = 1;
register = 1;
regular = 1;
regulates = 1;
reigned = 1;
religious = 1;
reloading = 1;
remained = 3;
remember = 2;
rendered = 2;
repeated = 1;
replaced = 1;
replied = 3;
replied: = 1;
resemble = 1;
resembling = 1;
resolute = 1;
restoring = 1;
restrained = 1;
retreated = 1;
retrograding = 1;
returned = 1;
returning = 2;
revolts = 1;
revolution = 1;
revolutionists = 1;
ribbons = 1;
richelieu = 1;
right = 1;
rightly = 1;
rigid = 1;
roads = 1;
rob = 1;
rollet = 1;
romulus = 1;
room = 6;
rose = 3;
roses = 1;
rosy = 2;
rough = 1;
roughened = 1;
roughly = 1;
royal = 1;
rubbish = 1;
rude = 1;
rue = 2;
ruffian = 1;
ruffled = 1;
ruin = 2;
rummaged = 1;
rummages = 1;
running = 2;
rural = 1;
sabran = 1;
sacrifice = 2;
sad = 1;
sadness = 1;
said = 6;
salary = 1;
satan = 1;
satisfied = 1;
saving = 1;
saw = 1;
sawdust = 1;
saying = 4;
saying: = 2;
says = 1;
scraped = 1;
scratching = 1;
screened = 1;
scrutinizing = 1;
see = 1;
seeing = 2;
seemed = 4;
sees = 1;
seignor = 1;
seized = 3;
sent = 1;
separated = 1;
servants = 2;
serve = 2;
served = 1;
set = 1;
setting = 1;
seven = 2;
seventy = 1;
several = 2;
sewer = 2;
shaven = 1;
she = 63;
short = 2;
shot = 3;
should = 2;
shouted = 1;
shouted: = 2;
shouting = 1;
shouting: = 1;
show = 1;
shuddering = 1;
simple = 1;
since = 11;
sing = 1;
singing = 1;
singular = 1;
sinite = 1;
sir = 1;
sister = 3;
sisters = 1;
sitting = 1;
situated = 3;
six = 3;
skill = 1;
skin = 1;
skirted = 2;
slack = 1;
slap = 1;
sleep = 1;
slender = 1;
smacks = 1;
smoking = 1;
so = 19;
soap = 1;
social = 1;
society = 2;
sold = 1;
solitary = 1;
sombre = 1;
some = 7;
somersets = 1;
something = 3;
sometimes = 14;
somewhat = 1;
somnolent = 1;
soon = 1;
spain = 1;
spanish = 1;
sparta = 1;
spotted = 1;
spouted = 1;
sprang = 1;
spreading = 2;
sprinkled = 1;
sprung = 1;
spurs = 1;
squads = 1;
square = 1;
stained = 2;
staircase = 1;
stakes = 1;
stammering = 1;
stared = 1;
starve = 1;
stifled = 3;
still = 1;
stones = 1;
stood = 1;
stopped = 1;
straightened = 1;
strange = 2;
straying = 1;
stretched = 1;
stripped = 1;
strolls = 1;
struck = 2;
studied = 1;
study = 1;
stuffed = 1;
stunned = 1;
stupid = 1;
subdued = 1;
such = 4;
suddenly = 2;
suffer = 1;
suffering = 1;
sufficient = 1;
suffocation = 1;
superstitions = 1;
supported = 1;
supporting = 3;
suppose = 1;
suppositions = 1;
suppress = 1;
supreme = 1;
sur = 5;
sure = 1;
surnamed = 1;
surprise = 1;
surrendered = 1;
surrounded = 2;
surveyed = 1;
sweating = 1;
sweeping = 1;
swords = 1;
swung = 1;
symbolical = 1;
syringes = 1;
table = 1;
take = 3;
taken = 2;
taking = 2;
talked = 1;
talking = 2;
tartuffes = 1;
tattered = 1;
tattooed = 1;
taxes = 1;
tell = 1;
telling = 1;
terminated = 1;
terminates = 1;
terror = 1;
than = 1;
thanks = 4;
that = 94;
thats = 2;
the = 325;
their = 9;
themselves = 1;
then = 38;
therapontigonus = 1;
there = 72;
therefore = 2;
theres = 2;
thereupon = 1;
these = 16;
they = 59;
theyre = 1;
thiers = 1;
thin = 1;
things = 4;
thinking = 2;
thinks = 1;
thirteen = 1;
thirty = 2;
this = 60;
thistles = 1;
tholomyès = 1;
thoroughly = 1;
those = 10;
thou = 3;
though = 2;
thought = 2;
three = 6;
threw = 1;
through = 8;
thrown = 1;
thrust = 3;
thrusting = 1;
thus = 2;
thénardier = 14;
timaloumison = 1;
timber = 1;
tis = 1;
to = 69;
toad = 1;
together = 1;
toil = 1;
tolerably = 1;
tonnerre = 1;
too = 2;
took = 9;
toothless = 1;
tortuous = 1;
toulouse = 1;
toussaint = 1;
tranquil = 1;
traverse = 1;
traversed = 4;
tried = 1;
trimalcion = 1;
trimming = 1;
triumphant = 1;
trot = 1;
truth = 1;
tso = 1;
turgot = 1;
turned = 5;
tutu = 1;
twelve = 1;
twenty = 1;
twilight = 1;
two = 8;
ugliness = 1;
ugly = 1;
under = 11;
uneasy = 1;
unfortunate = 1;
unfortunately = 1;
unhappy = 1;
uninterruptedly = 1;
unpaved = 1;
unprecedented = 1;
unprotected = 1;
unrolled = 1;
until = 3;
up = 1;
uphold = 1;
upon = 4;
upright = 1;
uprisings = 1;
uproots = 1;
urbi = 1;
urchins = 1;
vagabonds = 1;
vague = 1;
vaguely = 2;
vanquished = 1;
varnished = 1;
vast = 1;
venerate = 1;
very = 5;
violences = 1;
vividly = 1;
voileci = 1;
voltaire = 2;
wait = 2;
waited = 1;
walked = 1;
walking = 2;
wandered = 1;
wanted = 1;
war = 1;
warmly = 1;
warned = 1;
was = 37;
washed = 1;
watching = 1;
waterloo = 1;
wavers = 1;
we = 17;
wednesday = 1;
weeds = 1;
weeping: = 1;
well = 12;
wellington = 3;
were = 11;
what = 29;
whatever = 2;
when = 37;
whence = 1;
where = 20;
wherein = 1;
wherever = 1;
whether = 1;
which = 102;
while = 15;
whistled = 1;
whistling = 1;
white = 1;
whitened = 1;
whiteness = 1;
whither = 5;
who = 57;
whoever = 3;
wholly = 1;
whom = 5;
whose = 8;
why = 4;
widely = 1;
wild = 1;
will = 1;
window = 4;
windows = 1;
winged = 1;
wise = 1;
with = 44;
with: = 1;
within = 2;
without = 26;
woman = 1;
women = 2;
wood = 1;
worked = 1;
worn = 1;
worthy = 2;
would = 7;
wretch = 1;
wrinkled = 1;
wrinkling = 1;
wrongly = 1;
year = 1;
yellow = 1;
yes = 5;
yesterday = 2;
yet = 3;
yielding = 1;
yonder = 1;
you = 46;
youll = 1;
young = 1;
your = 7;
youre = 2;
youth = 1;
zéphine = 1;
Échabeau = 1;
Élysées = 2;
Éponine = 2;
#135]last = 1;
& = 1;
(1861) = 1;
(a = 3;
(aged = 2;
(ami = 1;
(as = 1;
(au = 2;
(aubépines) = 1;
(aux = 1;
(bois = 1;
(brat) = 1;
(bread) = 1;
(cupid) = 1;
(dealers = 1;
(decazes) = 1;
(des = 1;
(drum) = 1;
(duds) = 1;
(duke) = 1;
(feet = 1;
(fine = 1;
(fox) = 1;
(gavroche = 1;
(habana) = 1;
(hubbub) = 1;
(i = 1;
(in = 1;
(je = 1;
(lace = 1;
(later = 1;
(le = 1;
(love) = 1;
(mademoiselle = 5;
(mademoisellegauvain) = 1;
(make = 1;
(mars) = 1;
(matt = 2;
(neck) = 1;
(new = 1;
(or = 1;
(pan = 1;
(parbleu = 1;
(poteau) = 1;
(raven) = 1;
(return) = 70;
(seine = 1;
(sister = 1;
(stop = 1;
(straw) = 1;
(the = 7;
(thejade) = 1;
(they = 1;
(to = 2;
(tuesday = 1;
(twenty = 1;
(what = 1;
(which = 1;
(why = 1;
) = 3;
)demi = 1;
)dépêche = 1;
)fauntleroy = 1;
)les = 1;
)slang = 1;
)surely = 1;
)5the = 1;
***produced = 1;
******** = 1;
***** = 1;
+ = 2;
+ = 1;
+it = 1;
0 = 2;
000 = 6;
1 = 16;
1all = 1;
1cartridge = 1;
10 = 1;
100 = 4;
105th = 2;
1098 = 1;
10th = 7;
11 = 1;
1140 = 1;
1148 = 1;
12 = 1;
12he = 1;
12) = 1;
12mo = 1;
12th = 4;
13 = 2;
13 = 1;
135 = 2;
13>13</a>the = 1;
13th = 1;
14 = 6;
14 = 1;
1412 = 1;
1425 = 1;
14>14</a>he = 1;
14th = 11;
14thof = 1;
15 = 3;
150 = 1;
1550 = 1;
1560 = 1;
1567 = 1;
15>15</a>these = 1;
15th = 3;
16 = 4;
1600 = 1;
1637 = 2;
1644 = 2;
1649 = 1;
1650 = 1;
1652 = 1;
1653 = 1;
1654 = 1;
1657 = 1;
1662 = 1;
1685 = 2;
1688 = 2;
16th = 9;
17 = 5;
1714 = 2;
1727 = 1;
1727 = 1;
1727three = 1;
1740 = 2;
1760 = 1;
1770 = 1;
1772 = 3;
1776 = 1;
1779 = 1;
1783 = 1;
1785 = 2;
1787 = 1;
1789 = 5;
1790 = 1;
1792 = 1;
1793 = 3;
1794 = 1;
1795 = 1;
1796 = 4;
1796 = 1;
1796opinions = 1;
17th = 4;
18 = 11;
1800 = 1;
1802 = 1;
1804 = 1;
1805 = 3;
1806 = 6;
1808 = 2;
1809 = 2;
1810 = 1;
1811 = 5;
1812 = 3;
1813 = 2;
1814 = 10;
1814made = 1;
1815 = 38;
1815 = 1;
1815let = 1;
1815was = 1;
1816 = 1;
1817 = 11;
1817 = 2;
1817 = 1;
1817chapter = 1;
1818 = 3;
1819 = 4;
1820 = 6;
1821 = 3;
1822 = 3;
1823 = 20;
1823was = 1;
1824 = 4;
1825 = 2;
1827 = 3;
1828 = 2;
1829 = 3;
1830 = 33;
1830triumphing = 1;
1831 = 6;
1832 = 31;
1832 = 2;
1832chapter = 1;
1832marius = 1;
1833 = 8;
1833 = 1;
1833the = 1;
1834 = 2;
1835 = 1;
1836 = 2;
1839 = 1;
1840 = 2;
1843 = 1;
1845 = 4;
1847 = 3;
1848 = 15;
1849 = 1;
1860 = 1;
1862 = 3;
1887enlargeenlargeenlargeenlargeenlargeenlargecontentsles = 1;
18th = 16;
19 = 1;
19the = 1;
19th = 1;
1st = 3;
1stof = 1;
2 = 5;
20 = 3;
20 = 1;
200 = 1;
200soldiers = 1;
2008 = 1;
2016language: = 1;
20>20</a>there = 1;
20th = 2;
21 = 2;
21 = 1;
21>21</a>or = 1;
21st = 1;
22 = 1;
22remarks = 1;
221 = 2;
22d = 1;
23 = 1;
23joly = 1;
24 = 5;
24th = 1;
25 = 2;
25 = 1;
25) = 1;
250 = 2;
25>25</a>the = 1;
25th = 2;
26 = 2;
26 = 1;
26>26</a>marius = 1;
27 = 1;
27let = 1;
27th = 2;
28 = 1;
28 = 1;
28>28</a>in = 1;
29 = 3;
29 = 1;
29>29</a>she = 1;
29th = 2;
2d = 3;
3 = 4;
3 = 1;
30 = 1;
30) = 1;
300 = 1;
30th = 1;
31 = 1;
31 = 1;
31>31</a>[the = 1;
32mos = 1;
33 = 1;
35 = 1;
36 = 1;
37 = 1;
38 = 1;
383 = 1;
393 = 1;
394 = 1;
3>3</a>poor = 1;
3d = 4;
4 = 4;
40 = 3;
400 = 1;
411 = 1;
43 = 1;
430 = 4;
430 = 1;
430jean = 1;
44 = 1;
44 = 1;
44>44</a>it = 1;
45 = 1;
450 = 1;
46 = 2;
46>46</a>they = 1;
47 = 1;
47 = 1;
47>47</a>the = 1;
48 = 2;
48>48</a>this = 1;
49 = 2;
4th = 10;
5 = 3;
5centimes = 1;
50 = 14;
50 = 1;
500 = 6;
50>50</a>chapter = 1;
51 = 1;
52 = 13;
529 = 1;
53 = 1;
53 = 1;
53>53</a>the = 1;
53d = 1;
54 = 2;
543 = 1;
54>54</a>they = 1;
56 = 2;
56>56</a>gavroche = 1;
57 = 2;
57>57</a>the = 1;
59 = 1;
5th = 13;
6 = 12;
60in = 1;
601 = 3;
61 = 1;
61id=linknoteref = 1;
61>61</a>then = 1;
62 = 8;
63 = 1;
63id=linknoteref = 1;
63>63</a>by = 1;
64at = 1;
65 = 1;
65id=linknoteref = 1;
65>65</a> = 1;
66 = 2;
66>66</a>let = 1;
67 = 1;
68the = 1;
69then = 1;
6th = 14;
6thof = 1;
7 = 12;
7as = 1;
70 = 1;
70name=linknoteref = 1;
70>70</a>letter = 1;
75th = 1;
79th = 1;
7th = 4;
8 = 3;
8*** = 1;
82 = 1;
83cartridges = 1;
86 = 1;
87 = 1;
89 = 6;
89roughly = 1;
89showed = 1;
8th = 2;
8½ = 1;
9 = 8;
93 = 21;
95th = 1;
9th = 4;
<a = 18;
<a = 3;
<ahref=#linknote = 4;
[ = 62;
[the = 1;
[acadenmy = 1;
[andhe = 1;
[bipède = 1;
[bis] = 1;
[black = 1;
[blunders] = 1;
[brigands] = 1;
[brignolles] = 1;
[chicken: = 1;
[cut = 1;
[cygnes] = 1;
[de = 1;
[dog] = 1;
[du = 1;
[ebook = 1;
[fishmarket] = 1;
[glaces = 1;
[glaces] = 1;
[here = 1;
[illegible] = 1;
[laile = 1;
[lamentable = 1;
[larton = 1;
[long = 1;
[matelote: = 1;
[matters = 1;
[merlan: = 1;
[moncalme] = 1;
[our = 1;
[pantinois = 1;
[paris] = 1;
[philosophe] = 1;
[potato]pronounced = 1;
[pride] = 1;
[scouts] = 1;
[she = 1;
[signes] = 1;
[suspendu = 1;
[thanks] = 1;
[the = 2;
[there = 1;
[theycalled = 1;
[this = 1;
[thoughtfully = 1;
[town = 1;
[un = 1;
[votre = 1;
[whats = 1;
] = 2;
]end = 1;
]10 = 1;
]11 = 1;
]13 = 1;
]14 = 1;
]15 = 1;
]16 = 1;
]17 = 1;
]18 = 1;
]19 = 1;
]2 = 1;
]20 = 1;
]21 = 1;
]22 = 1;
]23 = 1;
]24 = 1;
]25 = 1;
]26 = 1;
]27 = 1;
]28 = 1;
]29 = 1;
]3 = 1;
]30 = 1;
]31 = 1;
]32 = 1;
]33 = 1;
]34 = 1;
]35 = 1;
]36 = 1;
]37 = 1;
]38 = 1;
]39 = 1;
]4 = 1;
]40 = 1;
]41 = 1;
]42 = 1;
]43 = 1;
]44 = 1;
]45 = 1;
]46 = 1;
]47 = 1;
]48 = 1;
]49 = 1;
]5 = 1;
]50 = 1;
]51 = 1;
]52 = 1;
]53 = 1;
]54 = 1;
]55 = 1;
]56 = 1;
]57 = 1;
]58 = 1;
]59 = 1;
]6 = 1;
]60 = 1;
]61 = 1;
]62 = 1;
]63 = 1;
]64 = 1;
]65 = 1;
]66 = 1;
]67 = 1;
]68 = 1;
]69 = 1;
]7 = 1;
]70 = 1;
]8 = 1;
]9 = 1;
]boulatruelle = 1;
]dost = 1;
]jean = 1;
]paris = 1;
]the = 1;
]you = 1;
a = 12554;
a = 1;
athose = 1;
ababy = 1;
abackground = 1;
abad = 3;
abag = 1;
abald = 1;
abaleful = 1;
aball = 2;
abar = 2;
abare = 1;
abarely = 1;
abaroness = 1;
abasket = 1;
abastard = 1;
abattalion = 2;
abattle = 2;
abeauceron = 2;
abeautiful = 1;
abed = 1;
abeggar = 2;
abelated = 1;
abell = 1;
abenevolent = 1;
abetter = 1;
abewildered = 1;
abier = 1;
abig = 2;
abilliard = 1;
abird = 2;
abishop = 2;
abit = 1;
abivouac = 1;
ablack = 4;
ablanket = 1;
ablessed = 1;
ablock = 1;
ablouse = 1;
ablow = 2;
aboiler = 1;
abonapartist = 1;
abond = 1;
abone = 1;
abonnet = 1;
abook = 1;
aboon = 1;
abottle = 3;
abottom = 1;
aboudoir = 1;
abourgeois = 2;
abox = 1;
aboy = 1;
abranch = 3;
abreath = 2;
abroken = 1;
abrute = 1;
abucket = 1;
aburn = 1;
abutter = 1;
acabriolet = 1;
acalm = 2;
acandle = 2;
acap = 1;
acapital = 1;
acardinal = 1;
acarriage = 2;
acarter = 2;
acasus = 1;
acat = 1;
acataract = 1;
acelebrated = 1;
acentenarian = 1;
acentimes = 1;
acertain = 12;
achair = 1;
achaplain = 1;
achariot = 1;
acharming = 1;
acharter = 1;
achicken = 1;
achild = 8;
achimæra = 1;
achinese = 1;
achrysalis = 1;
acircle = 1;
acircular = 1;
acitizen = 2;
acity = 2;
aclanking = 1;
aclap = 1;
aclashing = 1;
aclaw = 1;
aclear = 1;
aclearness = 1;
aclosed = 1;
aclot = 1;
acloth = 1;
acloud = 2;
acoarse = 1;
acoat = 3;
acobbler = 1;
acoffin = 1;
acold = 1;
acolonel = 1;
acombat = 1;
acombatant = 1;
acommand = 1;
acommission = 1;
acommune = 1;
acomplaint = 1;
acomplete = 2;
aconfession = 2;
aconfrontation = 1;
aconfused = 2;
acongealed = 1;
aconscience = 1;
aconsiderable = 1;
aconsideration = 1;
acontentment = 1;
acontraction = 1;
acontradiction = 1;
aconvent = 1;
aconvict = 1;
acopper = 1;
acopy = 1;
acorner = 3;
acorpse = 2;
acouncillor = 1;
acourser = 1;
acrack = 1;
acravat = 1;
acrazy = 1;
acreature = 2;
acrime = 1;
acrisis = 1;
acriticism = 1;
acrocodile = 1;
acrook = 1;
across = 2;
acrowd = 2;
acrushed = 1;
acry = 2;
acudgel = 1;
acunning = 1;
acupid = 1;
acure = 1;
acuré = 1;
adagger = 1;
adanger = 1;
adaughter = 1;
aday = 3;
adead = 2;
adecidedly = 1;
adefect = 1;
adefensive = 1;
adeference = 1;
adegree = 3;
adelightful = 1;
ademi = 2;
ademolition = 1;
ademon = 1;
adepth = 2;
aderivative = 1;
adesire = 1;
adespairing = 1;
adetestable = 1;
adevilish = 1;
adevoted = 1;
adilapidated = 1;
adiligence = 1;
adiminution = 1;
adiogenes = 1;
adisagreement = 1;
adiscount = 1;
adiscussion = 1;
adisease = 1;
adisposition = 1;
adispute = 1;
adistance = 3;
adistance: = 1;
adistrict = 2;
aditch = 1;
adivine = 1;
adivinely = 1;
adoctor = 1;
adoctrine = 1;
adocument = 1;
adogma = 1;
adoor = 2;
adouble = 1;
adozen = 1;
adragons = 1;
adrawing = 1;
adream = 2;
adressing = 1;
adrooping = 1;
adrop = 2;
adrunken = 3;
aduchess = 1;
aduel = 1;
adull = 1;
adying = 1;
adynasty = 1;
afaint = 2;
afanatical = 1;
afarce = 1;
afarewell: = 1;
afarrier = 1;
afashion = 2;
afather = 2;
afaulty = 1;
afeeble = 1;
afeeling = 1;
afemale = 1;
afencing = 1;
aferocious = 1;
afew = 8;
afillip = 2;
afind = 1;
afine = 3;
afinger = 1;
afinnicky = 1;
afire = 2;
afirst = 1;
afishwife = 1;
aflash = 1;
afleming = 1;
afloor = 1;
aflower = 2;
afontis = 1;
afool = 1;
aforce = 1;
aforest = 1;
aformidable = 1;
afourth = 1;
afreeholder = 1;
afresh = 2;
afrightful = 2;
afruit = 1;
afulfilment = 1;
afurnace = 1;
agalley = 1;
agallop = 2;
agarden = 5;
agaunt = 1;
agavotte = 1;
agendarme = 2;
ageneral = 2;
agentleman = 2;
agenuine = 1;
agesture = 1;
agewgaw = 1;
agibbet = 1;
agirl = 1;
agiven = 1;
aglance = 3;
agleam = 2;
aglimpse = 4;
aglowing = 1;
agoat = 1;
agod = 1;
agold = 1;
agood = 8;
agormandizer = 1;
agovernment = 1;
agown = 1;
agrand = 1;
agrandaunt = 1;
agrated = 1;
agrating = 1;
agrave = 1;
agravitation = 1;
agreat = 10;
agreek = 1;
agreen = 1;
agrenadier = 1;
agrocer = 1;
agrotto = 1;
agrove = 1;
agrowl = 1;
aguide = 1;
agulf = 1;
agull = 1;
agun = 1;
agunsmith = 1;
agust = 2;
ahail = 1;
ahalf = 3;
ahallucination = 1;
ahalo = 1;
ahalt = 1;
ahalting = 1;
ahammer = 1;
ahand = 1;
ahandful = 2;
ahandkerchief = 3;
ahandsome = 1;
ahard = 1;
aharness = 1;
ahat = 1;
ahaughty = 1;
aheap = 4;
aheart = 2;
ahedge = 1;
ahell = 1;
aheroic = 1;
ahideous = 2;
ahillock = 1;
ahint = 1;
ahired = 1;
ahole = 1;
ahorrible = 2;
ahorse = 1;
ahuge = 3;
ahuman = 1;
ahumid = 1;
ahundred = 7;
ahurdy = 1;
ahusband = 1;
ajack = 1;
ajacobin = 1;
ajaw = 1;
ajean = 1;
ajockey = 1;
ajust = 1;
ajuxtaposition = 1;
akerchief = 1;
akey = 2;
aking = 2;
akiss = 1;
aknot = 1;
alaborer = 1;
alabyrinth = 1;
alamp = 1;
alanded = 1;
alanguage = 1;
alantern = 1;
alarge = 3;
alark = 1;
alawyer = 2;
alegacy = 1;
alegitimate = 2;
alegless = 1;
alenten = 1;
alethargy = 1;
aletter = 1;
alevel = 2;
alight = 1;
alighted = 2;
alightning = 1;
alimit = 1;
aline = 1;
alinseed = 1;
alittle = 23;
alivid = 1;
aliving = 2;
aloaf = 1;
